year,countries,acr,rtrc,trpib,manuf,polity2
2007,Guatemala,4,3.5286894,67.898499,19.818277,8
2008,Guatemala,4,3.4902666,64.125229,19.82461,8
2009,Guatemala,6,3.198756,57.105995,19.88201,8
2010,Guatemala,7,5.2361917,62.114933,19.881063,8
2011,Guatemala,7,4.6109681,63.984192,19.899736,8
2012,Guatemala,8,4.5044007,60.982475,20.365486,8
2013,Guatemala,9,4.0013204,58.548336,20.268745,8
2014,Guatemala,9,2.97,56.265648,19.895498,8
2015,Guatemala,9,2.29,51.330002,19.58,8
1970,Honduras,1,9.7783575,62.019363,13.848507,-1
1971,Honduras,1,9.3606081,60.191517,14.859741,0
1972,Honduras,1,11.283582,57.471985,15.189002,-1
1973,Honduras,1,16.764545,65.315071,15.770391,-1
1974,Honduras,1,15.804878,76.220398,15.721925,-1
1975,Honduras,1,15.323985,70.373665,15.737542,-1
1976,Honduras,1,11.920722,71.884277,15.062242,-1
1977,Honduras,1,14.737455,74.094048,15.10914,-1
1978,Honduras,1,13.550014,76.470596,15.147102,-1
1979,Honduras,1,12.61958,79.058411,15.123534,-1
1980,Honduras,1,13.415545,81.293839,14.957544,1
1981,Honduras,1,10.359877,69.338531,14.418881,4
1982,Honduras,1,18.998875,54.727051,14.681705,6
1983,Honduras,1,8.0156803,55.394867,15.062308,6
1984,Honduras,1,6.0603027,57.72823,15.41442,6
1985,Honduras,1,4.1929045,54.966343,14.523144,5
1986,Honduras,1,2.9006598,54.890377,14.281516,5
1987,Honduras,1,2.8902011,48.789886,14.536069,5
1988,Honduras,1,5.8172684,55.215652,15.137504,5
1989,Honduras,1,5.6667132,65.347397,15.006482,6
1990,Honduras,1,10.202757,77.147644,16.340984,6
1991,Honduras,1,10.061176,72.097588,16.937389,6
1992,Honduras,1,8.4114084,68.446808,17.822826,6
1993,Honduras,1,6.3669953,78.386002,17.727623,6
1994,Honduras,1,7.7734141,89.699257,17.25876,6
1995,Honduras,1,8.9067554,91.777534,17.832403,6
1996,Honduras,1,6.5291867,98.819168,18.112246,6
1997,Honduras,1,8.1725597,98.003944,17.953642,6
1998,Honduras,1,6.1481404,100.50115,18.622229,6
1999,Honduras,1,5.5463872,97.001144,19.604748,7
2000,Honduras,1,3.6335626,120.39217,22.688059,7
2001,Honduras,2,3.3945022,115.94307,21.760807,7
2002,Honduras,2,3.4704216,117.99745,21.963511,7
2003,Honduras,2,3.2422459,122.24828,21.723709,7
2004,Honduras,2,3.1383712,135.46176,21.032082,7
2005,Honduras,2,2.9936552,136.48976,20.891911,7
2006,Honduras,3,4.4506969,133.13184,20.772806,7
2007,Honduras,3,4.2494597,135.07063,19.603752,7
2008,Honduras,5,3.6689916,135.74896,19.212643,7
2009,Honduras,7,3.135217,96.905006,17.931772,7
2010,Honduras,7,5.5812283,109.44184,17.820528,7
2011,Honduras,7,4.2154803,122.2169,18.499779,7
2012,Honduras,8,3.8821487,121.18822,19.042849,7
2013,Honduras,9,3.7964842,116.30605,18.606703,7
2014,Honduras,10,2.77,112.60924,18.524286,7
2015,Honduras,10,2.49,107.43,18.620001,7
1970,Jamaica,0,8.0278778,70.647537,,10
1971,Jamaica,0,7.521771,74.758263,,10
1972,Jamaica,0,6.1798534,73.844765,,10
1973,Jamaica,0,6.4179935,72.678642,,10
1974,Jamaica,0,12.211026,81.581139,,10
1975,Jamaica,0,7.1811967,80.876022,,10
1976,Jamaica,0,7.274631,66.937401,,10
1977,Jamaica,0,9.0649958,58.149139,,10
1978,Jamaica,0,11.45817,77.883018,,10
1979,Jamaica,0,11.712531,100.43929,,10
1980,Jamaica,0,11.436961,102.10764,,10
1981,Jamaica,0,11.275623,102.9961,,10
1982,Jamaica,0,9.182374,86.683365,,10
1983,Jamaica,0,6.7016721,78.723618,,10
1984,Jamaica,0,11.334982,117.18865,,10
1985,Jamaica,0,9.0029678,121.55504,,10
1986,Jamaica,0,6.9933167,94.729507,,10
1987,Jamaica,0,5.3850474,92.869225,,10
1988,Jamaica,0,4.4964623,91.417473,,10
1989,Jamaica,0,6.0308228,96.010277,,10
1990,Jamaica,0,6.8141651,99.94017,,10
1991,Jamaica,0,8.5009813,101.59879,,10
1992,Jamaica,0,9.2133522,125.49432,,10
1993,Jamaica,0,5.2941551,103.02246,17.215694,9
1994,Jamaica,0,5.382834,108.77694,17.011471,9
1995,Jamaica,0,3.0735955,111.3029,16.041985,9
1996,Jamaica,0,3.5324111,99.068184,15.475529,9
1997,Jamaica,0,2.8698812,90.992126,14.857855,9
1998,Jamaica,0,2.4280233,,11.69902,9
1999,Jamaica,0,1.9548132,,11.296529,9
2000,Jamaica,0,1.935963,,10.60255,9
2001,Jamaica,1,2.1578994,,10.190238,9
2002,Jamaica,1,1.6701118,81.846741,9.5024824,9
2003,Jamaica,1,1.5680825,88.150505,9.4458218,9
2004,Jamaica,1,1.8699815,89.318138,9.4184237,9
2005,Jamaica,1,1.9954073,90.487892,8.8740444,9
2006,Jamaica,1,2.3995912,100.74565,8.7494144,9
2007,Jamaica,1,2.5001829,101.24445,8.875844,9
2008,Jamaica,2,1.753406,113.5778,9.2585411,9
2009,Jamaica,2,1.3939469,86.894997,9.4185133,9
2010,Jamaica,2,1.5049511,80.934013,9.0137873,9
2011,Jamaica,2,1.5844674,83.918137,9.1507826,9
2012,Jamaica,2,1.367775,82.155235,9.423728,9
2013,Jamaica,2,1.448981,83.400909,9.535531,9
2014,Jamaica,2,1.3,84.571297,9.484498,9
2015,Jamaica,2,1.36,74.970001,9.79,9
1970,México,0,1.9907261,17.401661,23.154396,-6
1971,México,0,1.8923318,16.359327,23.140839,-6
1972,México,0,1.8709164,16.898268,22.926836,-6
1973,México,0,2.6565564,17.879629,22.870958,-6
1974,México,0,5.5462403,18.987297,22.814701,-6
1975,México,0,4.8482871,16.513798,22.377007,-6
1976,México,0,5.6232028,18.3575,21.96596,-6
1977,México,0,7.9693518,20.538368,22.815413,-3
1978,México,0,7.8054676,21.507078,22.645529,-3
1979,México,0,15.46715,23.643822,22.680651,-3
1980,México,0,16.5739,23.679216,22.261398,-3
1981,México,1,14.101361,23.344492,21.948193,-3
1982,México,1,21.846827,25.646662,21.716938,-3
1983,México,1,21.699253,28.423412,21.257221,-3
1984,México,1,17.606901,26.933781,22.658878,-3
1985,México,1,14.924245,25.748739,23.974524,-3
1986,México,1,9.6934481,30.774986,24.7813,-3
1987,México,1,12.178258,32.884251,26.378447,-3
1988,México,1,8.2390146,38.465706,23.856829,0
1989,México,2,8.118679,38.058674,21.901369,0
1990,México,2,9.0905323,38.306183,20.798008,0
1991,México,2,6.3500576,35.637321,20.585655,0
1992,México,2,5.2173114,35.509335,20.249142,0
1993,México,3,3.3481464,25.965645,17.873632,0
1994,México,4,3.0558336,29.297148,17.15233,4
1995,México,5,5.1754422,46.111595,19.110792,4
1996,México,5,5.5815945,50.724125,20.344795,4
1997,México,5,4.6579361,49.32016,20.897289,6
1998,México,5,2.7910571,51.776096,21.223173,6
1999,México,6,3.0990791,51.268902,20.681973,6
2000,México,9,4.7745519,53.13105,20.304676,8
2001,México,9,3.9025712,48.528046,19.411232,8
2002,México,9,3.7885735,48.371082,18.823898,8
2003,México,11,5.1820493,51.235271,18.17952,8
2004,México,11,6.4700451,54.226414,18.240957,8
2005,México,11,8.5871153,54.576447,17.241789,8
2006,México,11,9.1335583,56.455097,18.10848,8
2007,México,11,8.7642965,57.083729,17.386793,8
2008,México,11,10.510004,58.071087,16.976978,8
2009,México,11,6.8771572,56.133881,16.668703,8
2010,México,11,7.7580619,61.016376,17.28651,8
2011,México,11,9.1784954,63.876076,17.072634,8
2012,México,13,8.7080822,66.52597,17.885742,8
2013,México,13,7.704103,64.602631,17.571003,8
2014,México,13,4.8600001,65.857216,17.670441,8
2015,México,14,2.26,72.830002,18.440001,8
1970,Nicaragua,1,5.0741115,55.924286,,-8
1971,Nicaragua,1,5.2478228,54.839268,,-8
1972,Nicaragua,1,5.6174283,64.931313,,-8
1973,Nicaragua,1,8.4281511,66.013062,,-8
1974,Nicaragua,1,6.8149743,71.682182,,-8
1975,Nicaragua,1,7.5291948,64.982491,,-8
1976,Nicaragua,1,5.8768806,64.836761,,-8
1977,Nicaragua,1,6.7630024,69.51783,,-8
1978,Nicaragua,1,7.7127404,65.658989,,-8
1979,Nicaragua,1,13.194035,70.156944,,0
1980,Nicaragua,1,11.537311,67.497162,,0
1981,Nicaragua,1,8.5694942,64.12516,,-5
1982,Nicaragua,1,14.477246,42.034046,,-5
1983,Nicaragua,1,6.2725301,49.392925,,-5
1984,Nicaragua,1,2.5582724,45.893848,,-1
1985,Nicaragua,1,2.1177454,36.592461,,-1
1986,Nicaragua,1,2.1080711,33.607914,,-1
1987,Nicaragua,1,1.7098954,25.53105,,-1
1988,Nicaragua,1,2.4420147,76.251083,,-1
1989,Nicaragua,2,6.6055765,97.728683,,-1
1990,Nicaragua,2,16.004204,71.290817,,6
1991,Nicaragua,2,12.425068,74.327972,,6
1992,Nicaragua,2,9.6701164,70.517624,,6
1993,Nicaragua,2,7.552916,68.285965,,6
1994,Nicaragua,2,4.1425438,39.081215,15.683044,6
1995,Nicaragua,2,5.3136225,44.039795,15.679442,8
1996,Nicaragua,2,3.8950093,48.482838,15.351152,8
1997,Nicaragua,2,5.1642842,58.005531,15.484247,8
1998,Nicaragua,2,4.1914425,57.013714,14.591551,8
1999,Nicaragua,2,3.411649,62.537643,13.67779,8
2000,Nicaragua,2,3.0763772,61.298496,14.233384,8
2001,Nicaragua,3,2.9029717,57.980133,15.404279,8
2002,Nicaragua,3,2.7545345,58.091286,16.786512,8
2003,Nicaragua,3,2.9551272,62.175064,15.810935,8
2004,Nicaragua,3,2.9036069,67.19532,15.982374,8
2005,Nicaragua,3,2.5966702,71.645721,15.599926,8
2006,Nicaragua,4,3.748934,76.758835,15.205497,8
2007,Nicaragua,4,3.9157703,82.553169,15.929848,9
2008,Nicaragua,5,3.7806008,87.763397,15.614063,9
2009,Nicaragua,6,3.5496023,77.923958,15.801756,9
2010,Nicaragua,6,7.0811548,96.384026,15.645985,9
2011,Nicaragua,6,6.0123305,107.33594,15.420012,9
2012,Nicaragua,8,5.9594493,110.72203,15.440736,9
2013,Nicaragua,9,5.6291647,105.89035,14.951403,9
2014,Nicaragua,9,4.4699998,101.6162,15.400466,9
2015,Nicaragua,9,4.1100001,92.980003,14.74,9
1970,Panamá,0,.92553341,,,-7
1971,Panamá,0,.78814614,,,-7
1972,Panamá,0,.84023368,,,-7
1973,Panamá,0,1.2580225,,,-7
1974,Panamá,0,1.151865,,,-7
1975,Panamá,0,1.4212738,,,-7
1976,Panamá,0,1.3689378,,,-7
1977,Panamá,0,1.6353489,,,-7
1978,Panamá,0,1.309809,,,-6
1979,Panamá,0,1.3170551,,,-6
1980,Panamá,0,1.5282826,186.94066,10.970521,-6
1981,Panamá,0,1.187505,181.52898,9.7696095,-6
1982,Panamá,0,1.8576038,159.22304,9.3082247,-5
1983,Panamá,0,.83020753,127.50056,10.209858,-5
1984,Panamá,0,.48687342,125.21004,10.640225,-6
1985,Panamá,0,.36505663,128.15068,12.327123,-6
1986,Panamá,0,.35258457,132.62732,11.310652,-6
1987,Panamá,1,.36960143,134.24791,10.792222,-8
1988,Panamá,1,.38188162,133.8127,9.4633274,-8
1989,Panamá,1,.4238911,149.12123,9.3272266,8
1990,Panamá,1,.80102617,165.38432,9.7480488,8
1991,Panamá,1,.79630512,189.73863,9.8796539,8
1992,Panamá,1,.74189407,196.21616,9.6401625,8
1993,Panamá,1,.55198818,189.65076,9.2005796,8
1994,Panamá,1,.58583266,194.78012,8.9453087,9
1995,Panamá,1,.78645229,198.76677,9.1283255,9
1996,Panamá,1,.4706074,165.60968,12.727629,9
1997,Panamá,1,.57476681,175.8102,11.420096,9
1998,Panamá,1,.39125985,160.28355,11.117534,9
1999,Panamá,1,.32080567,134.27721,10.916488,9
2000,Panamá,1,.30568889,142.39404,10.054778,9
2001,Panamá,1,.3094278,138.64409,9.2906637,9
2002,Panamá,1,.2950058,129.7448,8.4666023,9
2003,Panamá,2,.32209623,122.13992,8.0820379,9
2004,Panamá,3,.30325478,131.51707,8.321475,9
2005,Panamá,3,.2616182,144.54662,7.4353981,9
2006,Panamá,4,.34312695,146.19244,7.0714545,9
2007,Panamá,4,.31522596,145.38228,8.0016098,9
2008,Panamá,6,.29756781,148.99695,7.6524849,9
2009,Panamá,8,.32998312,138.73404,7.2288899,9
2010,Panamá,8,.56784958,139.68752,6.6554666,9
2011,Panamá,8,.55255872,158.34688,6.1186824,9
2012,Panamá,10,.59383988,154.75365,5.7545376,9
2013,Panamá,12,.53379583,,,9
2014,Panamá,13,.13,,,9
2015,Panamá,14,.19,,5.77,9
1970,Paraguay,0,5.698174,,,-8
1971,Paraguay,0,5.5240693,,,-8
1972,Paraguay,1,5.0465622,,,-8
1973,Paraguay,1,7.3426957,,,-8
1974,Paraguay,1,6.0828481,,,-8
1975,Paraguay,1,8.30653,,,-8
1976,Paraguay,1,6.1990747,,,-8
1977,Paraguay,1,7.2434359,,,-8
1978,Paraguay,1,7.7668886,,,-8
1979,Paraguay,1,9.987813,,,-8
1980,Paraguay,1,8.6886454,,,-8
1981,Paraguay,2,6.0256319,,,-8
1982,Paraguay,2,7.9521575,,,-8
1983,Paraguay,2,5.1137967,,,-8
1984,Paraguay,2,4.8631778,,,-8
1985,Paraguay,2,6.8354492,,,-8
1986,Paraguay,2,8.0506392,,,-8
1987,Paraguay,2,8.9809361,,,-8
1988,Paraguay,2,7.1407561,,,-8
1989,Paraguay,2,8.1400013,,,2
1990,Paraguay,2,7.0066524,,,2
1991,Paraguay,3,5.8970685,89.13932,14.969245,2
1992,Paraguay,3,6.3527799,89.497559,14.899482,7
1993,Paraguay,3,6.4355631,113.60376,14.878549,7
1994,Paraguay,3,5.8097134,123.07933,,7
1995,Paraguay,3,7.0765867,118.06408,,7
1996,Paraguay,3,5.8107648,103.03526,,7
1997,Paraguay,3,5.3467169,95.93428,,7
1998,Paraguay,3,5.1094327,104.69334,,6
1999,Paraguay,3,4.6382022,82.100456,,7
2000,Paraguay,3,3.9791801,85.085144,,7
2001,Paraguay,3,4.535491,80.738876,,7
2002,Paraguay,3,5.9194145,90.135887,,7
2003,Paraguay,3,6.4626522,94.860237,,8
2004,Paraguay,3,5.1625185,95.59127,,8
2005,Paraguay,3,5.054163,104.20389,12.861143,8
2006,Paraguay,3,5.940865,107.77,12.911118,8
2007,Paraguay,3,5.2806878,103.51836,12.393329,8
2008,Paraguay,3,4.6939669,103.54562,12.520208,8
2009,Paraguay,4,5.2518196,96.299606,12.724369,8
2010,Paraguay,4,6.4578257,106.58488,12.364154,8
2011,Paraguay,4,4.4139018,102.82261,12.153306,8
2012,Paraguay,4,5.0830927,98.628403,12.167764,8
2013,Paraguay,4,4.460187,93.836021,11.600514,9
2014,Paraguay,4,2.0899999,89.814018,12.026375,9
2015,Paraguay,4,2.2,84.459999,12.01,9
1970,Perú,0,4.4751263,33.892857,19.785715,-7
1971,Perú,0,3.1548612,29.394815,20.621199,-7
1972,Perú,0,3.0357838,28.913921,20.306181,-7
1973,Perú,1,6.2198677,29.45437,20.6422,-7
1974,Perú,1,8.0771284,36.429802,21.662518,-7
1975,Perú,1,3.9999917,32.792305,20.033062,-7
1976,Perú,1,5.0092416,32.275013,21.676565,-7
1977,Perú,1,6.1231604,38.618263,20.843466,-7
1978,Perú,1,9.2166929,40.79314,22.763371,-2
1979,Perú,1,19.187511,46.829601,23.489298,3
1980,Perú,1,21.33305,27.450981,,7
1981,Perú,2,13.90428,19.101124,,7
1982,Perú,2,14.329986,19.594595,,7
1983,Perú,2,13.997752,22.90909,,7
1984,Perú,2,13.903967,23.063972,,7
1985,Perú,2,14.073515,27.498447,,7
1986,Perú,2,6.6863446,16.947439,,7
1987,Perú,2,7.2083058,13.182269,,7
1988,Perú,3,17.342655,15.560878,,7
1989,Perú,4,15.856555,17.871931,,7
1990,Perú,4,10.483282,30.272659,,8
1991,Perú,4,3.6413352,27.124416,18.504196,8
1992,Perú,4,3.5180974,28.602005,18.746141,-3
1993,Perú,4,2.7980354,29.276274,18.81917,1
1994,Perú,4,2.6598587,29.710983,18.715065,1
1995,Perú,4,2.8955264,31.641378,17.727173,1
1996,Perú,4,2.4961197,32.254623,17.41667,1
1997,Perú,4,2.660856,34.00901,17.337566,1
1998,Perú,4,1.4980968,33.232597,16.632324,1
1999,Perú,4,1.7890261,33.396954,16.220085,1
2000,Perú,4,2.6523972,35.578968,16.705759,5
2001,Perú,4,1.9639834,34.800526,16.90637,9
2002,Perú,4,1.8683673,34.827335,17.090641,9
2003,Perú,4,2.1895914,36.671112,16.787172,9
2004,Perú,4,4.3755493,41.032753,17.439943,9
2005,Perú,4,6.8717146,46.866352,17.675947,9
2006,Perú,4,14.019912,50.83078,16.993523,9
2007,Perú,4,14.888079,53.875942,18.011126,9
2008,Perú,4,12.985948,56.465603,17.04373,9
2009,Perú,7,9.3783464,46.418545,15.484167,9
2010,Perú,8,12.444503,50.012295,15.657764,9
2011,Perú,10,14.425619,55.241669,15.735542,9
2012,Perú,13,11.819827,52.273823,14.850348,9
2013,Perú,15,9.6759195,48.838387,,9
2014,Perú,15,8.1199999,46.320175,,9
2015,Perú,15,6.29,45.009998,14.5,9
1970,Uruguay,0,.79993206,29.094339,,8
1971,Uruguay,0,.57766426,21.717897,,3
1972,Uruguay,0,.90616155,30.330408,,-3
1973,Uruguay,1,1.0464427,19.923485,,-8
1974,Uruguay,1,.92591518,31.272816,,-8
1975,Uruguay,1,1.4287267,37.058525,,-8
1976,Uruguay,1,1.7149926,39.638176,,-8
1977,Uruguay,1,2.1763017,42.554981,,-8
1978,Uruguay,1,1.5343977,40.001556,,-7
1979,Uruguay,1,1.6642202,38.000126,,-7
1980,Uruguay,1,1.2896925,35.664398,,-7
1981,Uruguay,2,.70220906,34.235458,,-7
1982,Uruguay,2,1.7357696,31.616659,,-7
1983,Uruguay,2,2.1814659,49.29274,25.356482,-7
1984,Uruguay,2,2.3856919,47.956074,27.27779,-7
1985,Uruguay,2,1.0832757,47.856571,29.398001,9
1986,Uruguay,2,2.5407813,46.483742,29.715458,9
1987,Uruguay,2,2.4730976,40.854645,28.946238,9
1988,Uruguay,2,2.0514164,39.793812,27.262819,9
1989,Uruguay,2,2.0818455,41.193562,26.8267,10
1990,Uruguay,2,1.818404,41.628471,27.965387,10
1991,Uruguay,3,1.5009773,38.554905,28.310514,10
1992,Uruguay,3,1.1624453,40.073044,24.784842,10
1993,Uruguay,3,.96255851,38.684967,21.100998,10
1994,Uruguay,3,.75603586,40.148834,18.878353,10
1995,Uruguay,3,.82535762,38.097675,19.694651,10
1996,Uruguay,3,.81943369,39.528435,19.26387,10
1997,Uruguay,3,.75835198,37.706398,16.864279,10
1998,Uruguay,3,.75408822,35.640015,16.041536,10
1999,Uruguay,3,.64782238,33.386448,15.082128,10
2000,Uruguay,3,.47698939,36.713737,14.050488,10
2001,Uruguay,3,.57013917,36.309513,14.299056,10
2002,Uruguay,3,1.200315,40.029068,14.691883,10
2003,Uruguay,3,1.8253819,51.759201,16.901592,10
2004,Uruguay,4,1.8763877,61.476688,17.156584,10
2005,Uruguay,4,1.9982191,58.877697,17.127268,10
2006,Uruguay,4,2.4015162,61.971573,16.970764,10
2007,Uruguay,4,3.0289505,59.210449,15.967973,10
2008,Uruguay,4,4.0259624,65.208092,17.178837,10
2009,Uruguay,5,3.173862,53.405594,16.877529,10
2010,Uruguay,5,4.1388865,51.692337,15.47646,10
2011,Uruguay,5,3.0454423,53.278568,14.590357,10
2012,Uruguay,5,2.8225081,54.939335,13.986031,10
2013,Uruguay,5,2.4825103,49.710117,12.929521,10
2014,Uruguay,5,1.61,48.923134,14.088625,10
2015,Uruguay,5,1.64,44.900002,15.19,10
1970,Venezuela,0,12.512089,37.824265,16.066946,9
1971,Venezuela,0,15.080892,39.248119,16.390978,9
1972,Venezuela,0,13.303494,37.983425,16.022099,9
1973,Venezuela,0,17.731436,41.849709,16.069365,9
1974,Venezuela,0,41.330296,55.35714,18.167702,9
1975,Venezuela,0,28.99575,50.754852,15.672178,9
1976,Venezuela,0,27.771257,50.870644,16.355721,9
1977,Venezuela,0,25.108091,53.248135,15.282215,9
1978,Venezuela,0,22.932524,51.963161,14.881241,9
1979,Venezuela,0,49.133739,50.626766,16.25556,9
1980,Venezuela,0,44.147549,50.604431,16.017462,9
1981,Venezuela,1,36.294651,48.760826,14.89997,9
1982,Venezuela,1,29.436058,46.942974,15.902411,9
1983,Venezuela,1,24.422844,30.716333,16.332378,9
1984,Venezuela,1,33.265522,45.589447,18.206015,9
1985,Venezuela,1,27.882866,42.183876,18.941223,9
1986,Venezuela,1,15.109147,40.061813,19.75589,9
1987,Venezuela,1,24.916756,44.811089,18.952063,9
1988,Venezuela,2,15.88066,47.79903,18.056412,9
1989,Venezuela,3,27.082756,55.211304,16.689384,9
1990,Venezuela,3,36.50423,59.634109,14.935207,9
1991,Venezuela,3,30.872356,57.58017,15.524982,9
1992,Venezuela,3,26.327854,55.261753,14.952392,8
1993,Venezuela,3,24.844065,54.139542,14.706877,8
1994,Venezuela,3,24.58189,53.162601,14.627142,8
1995,Venezuela,3,21.979948,48.923145,15.11192,8
1996,Venezuela,3,33.562443,57.841396,13.645769,8
1997,Venezuela,3,26.144064,51.245037,23.168242,8
1998,Venezuela,3,15.255933,43.599392,20.833418,8
1999,Venezuela,3,17.254351,42.070229,19.219599,7
2000,Venezuela,3,26.29187,47.85722,19.834183,7
2001,Venezuela,3,21.200193,42.14127,18.244823,6
2002,Venezuela,3,25.597689,48.57571,17.533737,6
2003,Venezuela,3,30.968412,50.577007,18.080166,6
2004,Venezuela,3,37.888851,55.367455,17.867952,6
2005,Venezuela,3,44.10928,60.127331,16.415171,6
2006,Venezuela,3,42.708721,58.665592,15.128897,5
2007,Venezuela,3,33.491028,56.199043,14.42603,5
2008,Venezuela,3,34.035339,51.829014,14.930702,5
2009,Venezuela,3,18.747976,38.520931,15.416498,-3
2010,Venezuela,3,20.035168,46.136894,13.923396,-3
2011,Venezuela,3,33.078888,49.638123,13.814549,-3
2012,Venezuela,3,26.022472,50.403568,13.799314,-3
2013,Venezuela,3,26.046795,54.27776,,4
2014,Venezuela,3,,,,4
2015,Venezuela,3,,,,4
